gross_profit,category,volume,volume_range,package,flavor,price,StorePerOrder,AmountPerOrder,Sale_Store,initial_days,
56.246183,Biscuit,30g,0-99g/ml,Bag,Original,4.8,3.9224,0.494698526,127,428,
52.62006963,Wafer,145g,0-149g/ml,Box,Chocolate,4.9,3.1885,0.570789706,86,1410,
-83.207254,Pastry,50g,0-149g/ml,Box,Coconut,5.6,179.6407,4.109589041,3,1343,
65.0663393,Cookies,102g,0-149g/ml,Box,Matcha,5.9,3.748,0.619662974,229,1665,
16.02041307,Biscuit,84g,0-99g/ml,Box,Chocolate,6.5,9.5968,1.473408789,201,692,
63.0278414,Pastry,400g,300g/ml+,Bag,Original,9.9,7.4701,0.787405334,229,476,
-161.807873,Cookies,100g,0-149g/ml,Box,Chocolate,9.9,59.8802,2.14797136,1,1430,
143.0536119,Cookies,115g,0-149g/ml,Bag,Matcha,9.9,2.7327,0.268014677,230,1665,
0.17625,Pastry,400g,300g/ml+,Bag,Original,11.5,90.0901,5.217391304,1,2841,
-91.28049149,Pastry,138g,0-149g/ml,Bag,Strawberry,11.9,9.877,1.365938101,107,295,
55.78957232,Biscuit,80g,0-149g/ml,Box,Strawberry,10.9,6.0581,0.562201324,205,779,
-36.53981567,Biscuit,190g,150-199g/ml,Box,Chocolate,11.5,9.4762,1.103255783,203,622,
17.40243163,Pastry,220g,150-299g/ml,Bag,Milk,12.9,17.5342,1.503591901,64,626,
-15.03071783,Pastry,168g,150-299g/ml,Box,Original,12.9,10.9424,1.178134223,209,1259,
37.25622334,Cookies,208g,200g/ml+,Bag,Coconut,13.5,12.0074,0.936509324,217,1589,
-2.562586002,Pastry,240g,150-299g/ml,Bag,Chocolate,13.5,16.4965,1.376415979,158,266,
21.82465265,Biscuit,180g,100-299g/ml,Box,Chocolate,13.5,5.568,0.464655401,122,197,
-46.8318114,Biscuit,120g,100-299g/ml,Box,Milk,13.9,23.5991,2.69090632,102,688,
-19.76620332,Cookies,285g,200g/ml+,Bag,Chocolate,14.5,17.2313,1.562946921,204,2841,
21.31155719,Pastry,160g,150-299g/ml,Box,Strawberry,14.9,15.9464,1.289527887,205,1259,
206.0157027,Pastry,250g,100-299g/ml,Bag,Original,14.9,4.156,0.178609708,29,1994,
-86.11058251,Wafer,232g,200g/ml+,Box,Strawberry,15.5,25.2236,2.56612968,44,2841,
23.15889729,Wafer,150g,150-199g/ml,Can,Chocolate,15.8,25.0656,1.785336246,127,1343,
-16.1816575,Pastry,63g,0-149g/ml,Bag,Cheese,15.9,180.1802,26.47058824,2,995,
121.9576558,Pastry,160g,150-299g/ml,Bag,Matcha,15.9,4.396,0.311022151,223,1067,
11.52754904,Pastry,400g,300g/ml+,Bag,Original,16.9,27.4454,1.844939059,111,1274,
20.04190548,Cookies,125g,0-149g/ml,Box,Original,17.5,26.9705,1.642076288,138,2841,
38.37133314,Cookies,110g,0-149g/ml,Box,Chocolate,18,15.6268,1.043149246,27,611,
-57.91125037,Biscuit,250g,100-299g/ml,Box,Original,18,135.1351,4.197434901,6,840,
2.562632009,Biscuit,388g,200g/ml+,Bag,Matcha,21.5,45.9594,2.353163804,24,346,
-54.97897857,Biscuit,466g,200g/ml+,Box,Original,21.5,38,2.737368684,38,444,
-34.21830255,Biscuit,380g,200g/ml+,Box,Vanilla,21.8,11.25,0.646583993,220,622,
-102.7089684,Wafer,272g,200g/ml+,Box,Chocolate,21.9,12.3831,0.796393915,209,1281,
-140.8209353,Pastry,300g,300g/ml+,Box,Original,24.9,179.6407,4.383116883,3,1899,
202.808665,Wafer,250g,200g/ml+,Can,Chocolate,25.8,5.8072,0.252542967,1,261,
95.17113667,Wafer,250g,200g/ml+,Can,Matcha,25.8,8.1833,0.349426358,1,261,
27.48496253,Wafer,351g,200g/ml+,Bag,Cheese,27.8,30.0624,1.276980605,81,532,
26.66442037,Wafer,300g,200g/ml+,Box,Chocolate,27.9,60,2.244015957,3,1379,
-13.8264091,Biscuit,600g,200g/ml+,Box,Strawberry,29.8,25.028,1.077833469,125,444,
-45.5125306,Pastry,650g,300g/ml+,Bag,Original,29.9,146.2317,4.657550606,13,786,
-93.15065404,Pastry,100g,0-149g/ml,Bag,Original,35.9,68.2806,5.545752458,11,1144,
-8.848148412,Cookies,300g,200g/ml+,Box,Chocolate,36.8,61.1223,3.043802556,127,1430,
0,Biscuit,720g,200g/ml+,Box,Original,108,0,0,0,890,
0,Pastry,502g,300g/ml+,Box,Mixed,168,0,0,0,524,
41.99525016,Wafer,58g,0-149g/ml,Bag,Cheese,2.9,7.5568,1.914925462,144,1507,
18.41141198,Biscuit,120g,0-149g/ml,Bag,Strawberry,4.5,7.3687,1.50553275,166,2841,
36.92553983,Biscuit,93g,0-149g/ml,Bag,Strawberry,4.8,3.6746,0.735382505,198,2841,
22.31870407,Biscuit,55g,0-99g/ml,Can,Strawberry,5.5,3.0846,0.468010313,228,2841,
18.26344516,Biscuit,102g,0-149g/ml,Box,Strawberry,5.9,8.5607,1.480594392,152,428,
32.41129002,Biscuit,60g,0-99g/ml,Box,Original,6,3.7059,0.587860661,177,2841,
78.05044304,Cookies,95g,0-149g/ml,Bag,Chocolate,6.5,1.6098,0.204415934,229,2841,
2.177056333,Cookies,133g,0-149g/ml,Box,Coconut,6.8,107.9137,15.88235294,3,1000,
3.348747089,Biscuit,48g,0-99g/ml,Box,Chocolate,6.8,64.2674,9.083596337,5,1000,
31.84706808,Pastry,40g,0-149g/ml,Bag,Strawberry,6.9,10.9757,1.592075004,20,198,
74.78608881,Biscuit,45g,0-99g/ml,Box,Strawberry,7.2,3.6097,0.501715316,223,2841,
3.082706278,Biscuit,55g,0-99g/ml,Box,Chocolate,7.2,7.2863,1.069671918,135,2057,
12.35434749,Cookies,150g,150-199g/ml,Bag,Chocolate,7.5,18.549,2.562349227,98,1424,
146.9657431,Biscuit,48g,0-99g/ml,Box,Chocolate,7.8,2.5644,0.292167623,225,2841,
130.6037932,Biscuit,48g,0-99g/ml,Box,Strawberry,7.8,2.7199,0.336900318,229,2841,
21.03727564,Biscuit,66g,0-99g/ml,Box,Matcha,8,4.7378,0.601624608,125,524,
20.85413311,Cookies,150g,150-199g/ml,Bag,Coconut,8.5,12.9051,1.694590113,154,1424,
-105.3116944,Biscuit,100g,100-299g/ml,Box,Strawberry,9.9,107.9137,7.714285714,3,923,
-35.608242,Pastry,90g,0-149g/ml,Box,Cheese,11.8,178.5714,25,1,918,
26.76512631,Biscuit,285g,200g/ml+,Bag,Milk,11.9,16.4885,1.432435573,108,549,
138.3515242,Biscuit,233g,200g/ml+,Bag,Strawberry,12.5,2.4716,0.203866488,231,1379,
30.998481,Biscuit,288g,100-299g/ml,Bag,Vanilla,12.9,15.254,1.297785409,55,763,
120.5081661,Pastry,70g,0-149g/ml,Bag,Coconut,12.9,5.9469,0.534634875,56,434,
3.867296854,Pastry,220g,150-299g/ml,Bag,Coconut,12.9,17.9303,1.689349042,77,428,
-52.274134,Biscuit,80g,0-99g/ml,Box,Original,13.8,57.0676,4.863247153,13,474,
7.723872188,Pastry,260g,150-299g/ml,Bag,Milk,13.8,13.4449,1.233548966,116,420,
-7.378548764,Biscuit,95g,0-149g/ml,Box,Cheese,13.8,17.9289,1.986798826,25,995,
12.26531142,Biscuit,180g,100-299g/ml,Box,Milk,13.9,9.5689,0.779949383,127,626,
0,Pastry,140g,0-149g/ml,Box,Chocolate,13.9,0,0,0,1030,
-1.287421111,Wafer,324g,200g/ml+,Bag,Strawberry,14.5,178.5714,17.64705882,1,1352,
7.521759398,Pastry,260g,100-299g/ml,Bag,Original,14.8,9.5908,0.746251764,168,611,
84.4913975,Biscuit,380g,300g/ml+,Box,Chocolate,14.9,3.9755,0.274570361,227,2841,
11.09077062,Biscuit,349g,200g/ml+,Bag,Original,16.8,7.8502,0.485804398,212,1379,
0,Cookies,180g,150-199g/ml,Box,Strawberry,16.9,0,0,0,792,
11.119996,Pastry,125g,0-149g/ml,Bag,Chocolate,16.9,90.0901,5.325443787,2,487,
24.92611045,Biscuit,140g,100-299g/ml,Box,Matcha,16.9,15.3191,0.946236557,172,1842,
29.7573991,Pastry,500g,300g/ml+,Bag,Strawberry,17.5,14.8974,0.868647088,109,1413,
6.800028,Cookies,160g,150-199g/ml,Box,Cheese,19.8,178.5714,9.090909091,1,474,
-82.03952,Biscuit,168g,100-299g/ml,Box,Chocolate,19.8,90.0901,4.094631483,1,474,
8.854099339,Biscuit,198g,100-299g/ml,Bag,Mixed,21.5,11.0052,0.567639163,222,524,
63.72630709,Pastry,400g,300g/ml+,Bag,Mixed,32.8,12.9469,0.462653752,31,2603,
-138.0281378,Pastry,100g,0-149g/ml,Bag,Vanilla,35.9,180.1802,2.966869952,2,1144,
-128.354835,Pastry,620g,300g/ml+,Box,Chocolate,39.8,178.5714,9.045226131,1,434,
-853.799946,Pastry,630g,300g/ml+,Box,Original,128,180.1802,0.443131462,2,387,
10.94244097,Biscuit,25g,0-99g/ml,Can,Chocolate,2.9,12.4872,3.63340803,135,2841,
-12.82825078,Biscuit,96g,0-149g/ml,Bag,Cheese,3.9,18.5149,5.974978951,151,441,
55.91818599,Biscuit,167g,150-199g/ml,Bag,Milk,4.5,2.9177,0.558546033,224,2841,
31.02479802,Biscuit,55g,0-149g/ml,Box,Matcha,4.9,5.5778,1.036002794,192,622,
34.35974892,Biscuit,80g,0-99g/ml,Bag,Chocolate,5.5,6.6812,1.184025642,153,2841,
5.254098978,Biscuit,45g,0-99g/ml,Box,Vanilla,5.5,8.1699,1.580354118,156,2841,
471.8159161,Wafer,145g,0-149g/ml,Box,Cheese,5.9,0.6702,0.101434583,229,2232,
-13.91690135,Wafer,72g,0-149g/ml,Bag,Strawberry,6,5.4023,0.990258397,47,288,
-7.69991,Biscuit,100g,100-299g/ml,Bag,Original,6,178.5714,100,1,2841,
45.24553834,Pastry,40g,0-149g/ml,Bag,Vanilla,6.9,9.0155,1.246760691,29,198,
2.987485083,Pastry,135g,0-149g/ml,Bag,Original,7,120,15.42857143,12,2841,
-0.403151416,Biscuit,55g,0-99g/ml,Box,Milk,7.2,9.47,1.431482408,137,1931,
64.18005871,Pastry,150g,150-299g/ml,Bag,Matcha,9.9,5.7951,0.76531619,66,469,
27.67503227,Biscuit,40g,0-99g/ml,Can,Strawberry,8,17.7462,2.183141298,28,617,
-27.3423571,Pastry,180g,150-299g/ml,Bag,Milk,8,34.7458,6.730920245,133,584,
-22.45296918,Biscuit,66g,0-99g/ml,Box,Chocolate,8,8.4628,1.29720248,115,524,
-41.413424,Pastry,120g,0-149g/ml,Bag,Coconut,8.9,179.6407,5.630865485,3,811,
7.455149093,Biscuit,108g,0-149g/ml,Bag,Chocolate,8.9,36.4964,4.501537428,44,995,
126.544457,Cookies,108g,0-149g/ml,Box,Chocolate,9.9,5.5906,0.593829992,71,801,
47.62857318,Biscuit,160g,150-199g/ml,Box,Cheese,9.9,5.5744,0.533060977,86,2232,
13.87250943,Biscuit,104g,0-149g/ml,Box,Chocolate,10.9,16.2583,1.70423421,28,995,
-45.97817868,Biscuit,150g,150-199g/ml,Bag,Mixed,11,28.303,3.293566567,25,1976,
0,Biscuit,81g,0-149g/ml,Box,Chocolate,11.9,0,0,0,675,
5.923562835,Biscuit,300g,200g/ml+,Bag,Strawberry,12,11.6361,0.993419837,162,862,
96.00507258,Pastry,168g,150-299g/ml,Bag,Original,12,5.8127,0.463194927,151,2661,
49.11866153,Biscuit,135g,100-299g/ml,Can,Milk,12.8,6.4357,0.531750025,225,266,
90.07977902,Wafer,200g,200g/ml+,Box,Chocolate,12.9,7.0822,0.561889241,89,1410,
80.70153114,Biscuit,90g,0-99g/ml,Box,Original,12.9,7.837,0.62851096,94,1008,
715.5941543,Wafer,200g,200g/ml+,Box,Cheese,12.9,0.6831,0.057598782,229,2232,
54.87594077,Pastry,338g,300g/ml+,Bag,Milk,12.9,4.7208,0.459363675,225,183,
107.9604001,Pastry,115g,0-149g/ml,Box,Original,13.8,4.7917,0.329981218,115,252,
0,Biscuit,216g,100-299g/ml,Box,Original,13.8,0,0,0,474,
39.83700753,Pastry,400g,300g/ml+,Bag,Original,13.9,4.4021,0.345898643,226,814,
-0.6369975,Pastry,518g,300g/ml+,Box,Mixed,14.5,45.8115,4.9067016,14,254,
94.86924503,Pastry,75g,0-149g/ml,Box,Strawberry,14.9,9.316,0.65354077,84,792,
3.361306246,Pastry,160g,100-299g/ml,Box,Milk,16.8,28.2358,2.270561557,56,836,
37.79477559,Biscuit,300g,300g/ml+,Bag,Milk,16.9,10.6381,0.661904305,113,2841,
0.649689481,Biscuit,112g,100-299g/ml,Bag,Coconut,16.9,179.6407,12.78106509,3,1562,
-54.83544,Biscuit,54g,0-99g/ml,Box,Strawberry,17.5,37.5094,3.558718861,5,1688,
59.55102786,Cookies,300g,200g/ml+,Box,Chocolate,18,13.5926,0.819645619,33,611,
-31.80619844,Pastry,200g,150-299g/ml,Bag,Strawberry,19.9,52.9661,7.269789984,5,917,
63.11651186,Pastry,420g,300g/ml+,Box,Strawberry,20.5,5.4453,0.284923612,215,197,
61.04106105,Pastry,150g,150-299g/ml,Box,Cheese,20.5,10.1543,0.514112372,223,2841,
44.78495638,Biscuit,466g,200g/ml+,Bag,Strawberry,21.8,3.2611,0.163217693,229,1379,
14.9794201,Wafer,148g,0-149g/ml,Box,Chocolate,21.9,25.808,1.217735663,197,132,
-51.36702465,Pastry,336g,300g/ml+,Bag,Chocolate,23.9,12.4855,0.738576813,216,2841,
49.22658695,Pastry,336g,300g/ml+,Box,Chocolate,23.9,7.2695,0.349010445,226,2841,
37.99928087,Biscuit,1000g,200g/ml+,Box,Original,24.9,11.1826,0.454610774,197,2841,
86.56512338,Pastry,135g,0-149g/ml,Can,Original,24.9,18.3502,0.743631914,21,261,
-1.44995325,Wafer,100g,0-149g/ml,Box,Chocolate,25.9,80,2.775636083,4,487,
-8.050437838,Biscuit,600g,200g/ml+,Box,Chocolate,29.8,29.2683,1.237389086,120,444,
-137.999912,Pastry,864g,300g/ml+,Box,Mixed,53.5,180.1802,5.625,2,444,
-15.50714917,Biscuit,658g,300g/ml+,Box,Mixed,64,33.6939,0.725727903,38,2841,
0,Pastry,340g,300g/ml+,Box,Mixed,138,0,0,0,524,
5.434349903,Biscuit,45g,0-99g/ml,Can,Chocolate,3.9,13.9227,3.112238134,126,2841,
29.83136809,Biscuit,85g,0-149g/ml,Bag,Strawberry,4.5,4.6713,1.006294974,182,1000,
7.070764394,Pastry,60g,0-149g/ml,Box,Strawberry,5.6,9.5952,1.839230603,79,2312,
18.75788008,Biscuit,102g,0-149g/ml,Box,Vanilla,5.9,8.5879,1.474780535,149,428,
-11.57493362,Biscuit,55g,0-149g/ml,Box,Strawberry,5.9,16.5921,3.627603202,33,420,
8.253799311,Biscuit,102g,0-149g/ml,Box,Chocolate,5.9,11.0446,1.913837656,158,428,
38.12305256,Biscuit,215g,100-299g/ml,Bag,Original,5.9,4.3744,0.66485456,216,2841,
15.88765782,Biscuit,90g,0-99g/ml,Box,Chocolate,6.5,8.6747,1.366912156,220,266,
109.3846433,Biscuit,97g,0-149g/ml,Bag,Vanilla,6.9,2.4506,0.316518032,231,1379,
68.19274525,Biscuit,100g,100-299g/ml,Box,Chocolate,6.9,6.5163,0.899494956,61,198,
137.5369537,Biscuit,116g,0-149g/ml,Bag,Strawberry,6.9,1.8218,0.232166024,231,1379,
7.598256033,Pastry,188g,150-299g/ml,Bag,Original,6.9,7.6809,1.229442466,207,861,
0,Pastry,150g,150-299g/ml,Bag,Chocolate,6.9,0,0,0,2030,
20.36841083,Biscuit,40g,0-99g/ml,Can,Chocolate,8,18.9475,2.484797869,40,617,
-58.95850583,Wafer,50g,0-149g/ml,Box,Matcha,8,83.1025,5.78313253,12,486,
0.298636853,Biscuit,140g,0-149g/ml,Bag,Strawberry,8,20.1822,3.019696035,37,555,
45.90858487,Biscuit,205g,200g/ml+,Bag,Strawberry,8,4.6936,0.595849332,220,2841,
-23.291108,Pastry,120g,0-149g/ml,Bag,Milk,8.9,135.1351,11.94690265,3,811,
0,Cookies,76g,0-149g/ml,Bag,Original,9.5,0,0,0,898,
-26.55079748,Biscuit,68g,0-149g/ml,Bag,Cheese,9.9,179.6407,17.41935484,3,554,
97.31794161,Pastry,204g,150-299g/ml,Box,Chocolate,10.5,1.4191,0.12377591,228,2841,
43.14918594,Pastry,150g,150-299g/ml,Box,Matcha,10.9,14.5505,1.349674204,27,486,
87.38322132,Pastry,76g,0-149g/ml,Box,Coconut,10.9,6.6081,0.65722979,71,801,
58.53401339,Pastry,216g,150-299g/ml,Box,Matcha,10.9,2.9479,0.273530009,228,1630,
3.278068667,Biscuit,104g,0-149g/ml,Box,Strawberry,10.9,21.1768,2.407513391,28,995,
2.992814495,Biscuit,190g,150-199g/ml,Box,Strawberry,11.5,7.0021,0.680092562,184,622,
-5.620242468,Biscuit,194g,150-199g/ml,Bag,Vanilla,11.5,7.1843,0.696589443,165,1379,
46.10084643,Pastry,105g,0-149g/ml,Box,Coconut,11.5,4.1276,0.374627964,202,2246,
0,Pastry,90g,0-149g/ml,Box,Matcha,11.8,0,0,0,918,
47.34726967,Pastry,148g,0-149g/ml,Bag,Coconut,11.8,11.9355,1.041008872,74,147,
86.54610965,Biscuit,100g,100-299g/ml,Box,Strawberry,11.8,9.2507,0.802644416,24,198,
-27.94716758,Wafer,150g,150-199g/ml,Box,Milk,11.9,56.5844,5.266937994,11,679,
24.44481634,Pastry,160g,150-299g/ml,Bag,Original,11.9,13.905,1.283587727,109,2841,
50.50650171,Biscuit,160g,100-299g/ml,Can,Original,11.9,4.8842,0.42089812,212,2333,
144.2302116,Biscuit,233g,200g/ml+,Bag,Chocolate,12.5,2.366,0.194377883,230,1379,
-1.109983584,Wafer,160g,150-199g/ml,Box,Cheese,12.8,38.61,3.950357789,71,490,
49.84911736,Biscuit,241g,100-299g/ml,Bag,Original,12.8,11.12,0.93362856,155,241,
-15.78004156,Wafer,162g,150-199g/ml,Box,Chocolate,13.8,23.7553,3.094531047,123,444,
-56.3577,Wafer,162g,150-199g/ml,Box,Chocolate,13.8,180.1802,13.95348837,2,444,
148.2600423,Biscuit,300g,300g/ml+,Bag,Milk,14,7.4981,0.594045074,163,861,
50.67399588,Pastry,158g,150-299g/ml,Bag,Coconut,14.9,5.8455,0.408140632,169,2746,
67.57525325,Pastry,100g,100-299g/ml,Bag,Milk,14.9,11.9714,0.87757243,56,556,
17.49166849,Pastry,300g,300g/ml+,Bag,Chocolate,14.9,32.6718,2.463987567,108,133,
-49.49533253,Biscuit,232g,200g/ml+,Box,Mixed,15.5,28.2509,3.030375911,35,2841,
16.6415754,Wafer,150g,150-199g/ml,Can,Milk,15.8,30.3732,2.230436671,122,1343,
39.82085194,Biscuit,190g,150-199g/ml,Bag,Strawberry,15.9,19.0533,1.276036484,38,518,
144.8608056,Cookies,126g,0-149g/ml,Bag,Matcha,16.9,5.9127,0.358547395,219,1665,
53.41308711,Biscuit,54g,0-99g/ml,Box,Chocolate,17.5,17.3082,1.016547151,25,1688,
-64.93546704,Cookies,150g,150-199g/ml,Bag,Chocolate,18,107.9137,3.619302949,3,1520,
-33.48027435,Pastry,180g,150-299g/ml,Box,Chocolate,18.9,22.46,2.18694567,140,399,
-60.799616,Biscuit,168g,100-299g/ml,Box,Matcha,19.8,178.5714,4.5,1,474,
-24.511847,Pastry,188g,100-299g/ml,Box,Original,19.9,143.8849,7.424976797,4,1008,
87.56974634,Biscuit,466g,200g/ml+,Bag,Chocolate,21.8,2.902,0.140297542,229,1379,
24.00572098,Pastry,336g,300g/ml+,Box,Matcha,22.9,9.08,0.534984835,210,1008,
-28.73200511,Wafer,350g,200g/ml+,Box,Milk,29.9,12.6619,0.551641513,88,1238,
143.9124006,Pastry,192g,150-299g/ml,Box,Strawberry,29.9,9.6657,0.334582243,53,434,
-9.518545571,Wafer,480g,200g/ml+,Box,Chocolate,31.5,9.8713,0.343353637,213,2841,
-12.33055072,Pastry,980g,300g/ml+,Box,Original,40,78.5601,1.49825807,79,441,
-1.105674235,Pastry,760g,300g/ml+,Box,Mixed,43.5,100.4168,1.508386236,106,797,
0,Biscuit,600g,300g/ml+,Box,Mixed,48,0,0,0,771,
-10.41101482,Cookies,454g,200g/ml+,Can,Original,49.9,89.9928,2.697534454,50,2841,
-165.775243,Pastry,1016g,300g/ml+,Box,Mixed,68,180.1802,4.812834225,2,440,
32.43168976,Cookies,681g,200g/ml+,Box,Original,102,64.4612,0.630576621,53,2841,
-286.0822139,Cookies,320g,200g/ml+,Box,Mixed,133.9,119.7605,1.495016611,2,797,
74.74485711,Biscuit,167g,150-199g/ml,Bag,Original,4.5,2.3637,0.438144595,224,2841,
2.695927922,Biscuit,48g,0-99g/ml,Box,Chocolate,4.8,46.1467,9.685751184,10,1000,
45.24599042,Biscuit,48g,0-99g/ml,Box,Chocolate,4.9,3.8443,0.72822248,113,2477,
73.21522312,Biscuit,48g,0-99g/ml,Box,Chocolate,4.9,2.6957,0.500264971,220,2841,
9.441332039,Biscuit,55g,0-99g/ml,Box,Vanilla,4.9,2.5674,0.46188551,229,2841,
51.19347468,Cookies,35g,0-149g/ml,Box,Strawberry,4.9,4.7066,1.02259643,205,1401,
6.559926133,Wafer,80g,0-149g/ml,Bag,Chocolate,5,8.0462,1.522839845,213,1836,
-1.477356268,Biscuit,45g,0-99g/ml,Box,Strawberry,5.5,8.1215,0.823386374,147,2444,
-10.79959877,Cookies,80g,0-149g/ml,Bag,Strawberry,6.5,9.0526,1.762288622,215,524,
-8.720698904,Pastry,100g,0-149g/ml,Box,Matcha,6.9,27.2871,6.167681589,57,1394,
98.03675056,Biscuit,55g,0-99g/ml,Box,Strawberry,7.2,3.4008,0.451703984,224,2841,
62.77027145,Pastry,160g,150-299g/ml,Bag,Strawberry,7.5,4.3152,0.554549176,223,2841,
9.614699481,Biscuit,66g,0-99g/ml,Box,Strawberry,8,5.6813,0.714845386,123,524,
84.23929443,Pastry,300g,300g/ml+,Bag,Chocolate,9.5,4.3095,0.452450849,229,2841,
67.83832819,Cookies,115g,0-149g/ml,Bag,Vanilla,9.9,5.2906,0.53176139,224,1665,
-53.1435488,Pastry,30g,0-99g/ml,Bag,Original,9.9,163.6661,5.402647297,10,757,
-10.10114311,Biscuit,72g,0-149g/ml,Box,Strawberry,10.9,178.5714,45,1,1934,
35.01950578,Pastry,60g,0-149g/ml,Box,Cheese,10.9,7.6513,0.699137337,217,2841,
43.05728563,Biscuit,80g,0-149g/ml,Box,Chocolate,10.9,7.7165,0.720654931,202,779,
-57.61553899,Biscuit,150g,150-199g/ml,Bag,Milk,11,32.7291,3.298985816,26,1976,
69.64956864,Biscuit,100g,100-299g/ml,Box,Chocolate,11.8,10.7185,0.943611102,29,198,
64.66717099,Biscuit,192g,100-299g/ml,Bag,Milk,11.9,12.6694,1.090078076,53,651,
-0.000582144,Wafer,153g,150-199g/ml,Bag,Chocolate,11.9,8.5502,0.834316408,211,288,
-49.400663,Cookies,100g,0-149g/ml,Box,Milk,12,178.5714,3.461538462,1,474,
-69.6892,Pastry,336g,300g/ml+,Bag,Original,12.5,178.5714,4.285714286,1,1221,
-1.824214139,Pastry,438g,300g/ml+,Bag,Original,12.8,80,1.562839158,4,400,
-5.122983692,Biscuit,240g,200g/ml+,Bag,Original,12.8,13.3479,1.233960542,136,618,
-27.77588589,Biscuit,70g,0-99g/ml,Can,Milk,12.9,180.1802,10.74626866,6,979,
-32.36713346,Biscuit,148g,100-299g/ml,Box,Milk,12.9,63.245,7.654187724,26,1158,
27.90693301,Wafer,200g,200g/ml+,Box,Milk,12.9,12.2486,1.115570198,69,1238,
-8.730428111,Biscuit,120g,100-299g/ml,Bag,Original,12.9,43.7153,4.402826511,85,524,
-3.770130454,Pastry,250g,100-299g/ml,Bag,Original,13.8,44.0852,3.298817924,12,1994,
-25.801455,Wafer,162g,150-199g/ml,Box,Chocolate,13.8,107.9137,7.848837209,3,444,
30.12181174,Biscuit,360g,300g/ml+,Bag,Original,13.9,4.7005,0.388779616,228,946,
19.17292492,Pastry,180g,150-299g/ml,Box,Milk,13.9,7.8947,0.636398951,210,1764,
0,Cookies,228g,200g/ml+,Can,Original,13.9,0,0,0,2366,
-62.87215778,Biscuit,120g,100-299g/ml,Box,Chocolate,13.9,59.8802,5.78778135,1,972,
7.679978,Biscuit,300g,300g/ml+,Bag,Milk,14.9,178.5714,12.08053691,1,937,
30.34694133,Pastry,75g,0-149g/ml,Bag,Original,14.9,17.865,1.182877,53,1311,
45.11098981,Biscuit,380g,300g/ml+,Box,Strawberry,14.9,6.0994,0.432427468,223,2841,
5.973426105,Pastry,224g,150-299g/ml,Bag,Matcha,15.8,20.2307,1.628636824,117,420,
0,Biscuit,84g,0-99g/ml,Bag,Original,15.9,0,0,0,995,
42.49715177,Pastry,128g,0-149g/ml,Box,Mixed,15.9,13.3298,0.972308102,141,245,
-19.79339382,Pastry,300g,300g/ml+,Box,Original,15.9,117.4015,9.175974806,45,273,
5.433946139,Biscuit,160g,100-299g/ml,Box,Chocolate,16.9,9.5844,0.642708366,205,2316,
-42.315375,Cookies,150g,150-199g/ml,Bag,Chocolate,18,180.1802,3.092783505,6,1520,
-58.36941531,Biscuit,400g,200g/ml+,Bag,Original,18.9,57.0676,3.650773839,13,532,
-40.69678881,Biscuit,300g,200g/ml+,Bag,Mixed,18.9,46.6088,3.207984317,29,1976,
-0.870687585,Pastry,544g,300g/ml+,Box,Chocolate,18.9,52.4984,3.029163178,56,490,
-82.03952,Biscuit,168g,100-299g/ml,Box,Chocolate,19.8,90.0901,4.094631483,1,474,
-40.22902116,Biscuit,466g,200g/ml+,Box,Chocolate,21.5,44.9979,3.616078937,43,444,
-42.11035978,Biscuit,466g,200g/ml+,Box,Strawberry,21.5,49.55,3.888679367,49,444,
1.809778192,Biscuit,388g,200g/ml+,Bag,Vanilla,21.8,14.5406,0.781134034,211,1379,
33.83620503,Cookies,350g,200g/ml+,Bag,Chocolate,24,41.4495,1.827936086,35,2492,
25.79370396,Biscuit,300g,300g/ml+,Bag,Chocolate,24.9,41.5348,1.843362918,21,1771,
27.18268519,Cookies,350g,200g/ml+,Bag,Cheese,26,46.2884,2.153405793,27,2492,
-82.11,Wafer,416g,200g/ml+,Box,Chocolate,26.9,178.5714,11.11111111,1,661,
-6.923514109,Wafer,345g,200g/ml+,Bag,Chocolate,28,7.9087,0.329235693,229,1379,
204.388039,Cookies,200g,200g/ml+,Can,Original,29,6.6887,0.228932814,225,2719,
-18.7057551,Pastry,816g,300g/ml+,Box,Chocolate,29,8.8426,0.270279021,205,1868,
-11.42582447,Biscuit,600g,200g/ml+,Box,Vanilla,29.8,25.7766,1.067255701,118,444,
-22.17585522,Pastry,687g,300g/ml+,Bag,Mixed,39.8,180.1802,18.94736842,2,444,
102.8820373,Biscuit,600g,300g/ml+,Box,Original,39.9,21.0175,0.466293676,39,441,
0,Biscuit,93.6g,0-149g/ml,Bag,Cheese,55,0,0,0,524,
15.94304617,Cookies,918g,200g/ml+,Box,Original,62,113.3333,1.476762705,51,1528,
